1,00000000;0,00009578
2,00000000;0,00022065
3,00000000;0,00260478
4,00000000;0,01219657
5,00000000;0,01809038
6,00000000;0,01817802
7,00000000;0,01804662
8,00000000;0,01757548
9,00000000;0,01775826
10,00000000;0,01754460
11,00000000;0,01767326
12,00000000;0,01767074
13,00000000;0,01785865
14,00000000;0,01772227
15,00000000;0,01784577
16,00000000;0,01725876
17,00000000;0,01796424
18,00000000;0,01760640
19,00000000;0,01713769
20,00000000;0,01701162
21,00000000;0,01733854
22,00000000;0,01727681
23,00000000;0,01760889
24,00000000;0,01720988
25,00000000;0,01700381
26,00000000;0,01658676
27,00000000;0,01671026
28,00000000;0,01702189
29,00000000;0,01778653
30,00000000;0,01746218
31,00000000;0,01717886
32,00000000;0,01708625
33,00000000;0,01729219
34,00000000;0,01694468
35,00000000;0,01702956
36,00000000;0,01662023
37,00000000;0,01694716
38,00000000;0,01719186
39,00000000;0,01933151
40,00000000;0,01902770
41,00000000;0,01690079
42,00000000;0,01659191
43,00000000;0,01657632
44,00000000;0,01661246
45,00000000;0,01714283
46,00000000;0,01762441
47,00000000;0,01762948
48,00000000;0,01655329
49,00000000;0,01695228
50,00000000;0,01673864
51,00000000;0,01686730
52,00000000;0,01640392
53,00000000;0,01631112
54,00000000;0,01602283
55,00000000;0,01582445
56,00000000;0,01581171
57,00000000;0,01655831
58,00000000;0,01668972
59,00000000;0,01646048
60,00000000;0,01601515
61,00000000;0,01616953
62,00000000;0,01569841
63,00000000;0,01578326
64,00000000;0,01577823
65,00000000;0,01617209
66,00000000;0,01584776
67,00000000;0,01602531
68,00000000;0,01652752
69,00000000;0,01672054
70,00000000;0,01613874
71,00000000;0,01628282
72,00000000;0,01577053
73,00000000;0,01641413
74,00000000;0,01631123
75,00000000;0,01866203
76,00000000;0,01855650
77,00000000;0,01581417
78,00000000;0,01573964
79,00000000;0,01610514
80,00000000;0,01557224
81,00000000;0,01546657
82,00000000;0,01550531
83,00000000;0,01572405
84,00000000;0,01649147
85,00000000;0,01697544
86,00000000;0,01588124
87,00000000;0,01574466
88,00000000;0,01527100
89,00000000;0,01562107
90,00000000;0,01534052
91,00000000;0,01544082
